navn,tlf
SPAR NORD BANK A/S,96344000
SPAR NORD BANK A/S AALBORG SYD,96344000
SPAR NORD BANK A/S HASSERIS AFD,96344000
SPAR NORD BANK A/S NØRRESUNDBY AFD,96344000
SPAR NORD BANK A/S VEJGAARD AFD,96344000
SPAR NORD BANK A/S VODSKOV AFD,96344000
SPAR NORD BANK ØSTERÅ,96302620
SPAR NORD EJENDOMSADMINISTRATION,96161880
SPAR NORD KUNDESERVICE,96344000
SPAREKASSEN KRONJYLLAND AALBORG AFDELING,89122400
SYDBANK A/S,99337240
ULSTED AFDELING,82229000
VESTER HASSING AFDELING,82229000
VESTERBRO AFDELING,82229000
AALBORG BEDEMAND APS,98191314
AALBORG NY BEGRAVELSESFORRETNING APS,72118155
BEDRE BEGRAVELSE AALBORG,78735430
BEGRAVELSE DANMARK A/S,98121777
BEGRAVELSESFORRETNING V/FJORBACK,98171782
FOLMER OLSEN BEGRAVELSESFORRETNINGAPS,98121557
HØSTGAARDS BEDEMANDSFORRETNING APS,61310672
MIN AFSKED,26440241
SEJLFLOD/KONGERSLEV- OG ØSTHIMMER- LANDS BEGRAVELSESFORRETNING V/INGE JENSEN,98571211
WINIE JUELS BEGRAVELSESFORRETNING V/WINIE JUEL GREIBE,98313700
2 C HOLDING AALBORG APS,40639470
24LEASING A/S,41746299
2L BOLIG A/S,60622831
A. STAUN MOTORSPORT V/ARNE STAUN,98149704
AAASE CAPITAL HOLDING APS,50469618
AALBORG AUTOTEKNIK,28889073
AALBORG BARBER,61633407
AJO BILER,20862456
AKF BILER,42301199
ALEX BILER,98169324
AMIGOS PIZZA,98291370
ANH BILER,22356382
APEX,41566554
ASIA BILER,35100833
AUTOHANDLER/LANDMAND KNUD JENSEN,98182494
AUTOTORVET.DK APS,96542020
BB INVEST 1 APS,40627374
BIL-FORUM A/S,98172599
BILFORUM IMPORT A/S,72207260
BILGAARDEN V/JOHN GULDBÆK BEHRNDTZ,98166060
BILGÅRDEN HOSTRUP A/S,98297177
BILGÅRDEN ØST APS,40513315
BRDR. FOLMANN APS,25212416
BYENS BILER,51848283
BYGGEFIRMAET BRINK & MØLGAARD APS,20159238
CAR TRADE,41616465
CARADVICE,42926180
CARSTEN PEDERSEN ROAD SOLUTIONS APS,98286439
CL LEASING APS,29111875
CSMBILER,98186563
DATOSELSKABET AF 1. JUNI 2020 A/S,98192211
DEIGAARD HANDEL APS,27284599
DH HANDEL OG INVESTERING IVS,98161603
EASY GROUP A/S,70200997
EJNER HESSEL A/S,96327499
ENTERTAINMENT TRADING A/S,70277650
ERIK ØS ÆGGEVOGN,21907684
EURO-BRAND HOUSE APS,20423230
FALKENBERG 2021 APS,31775390
FJORBACK AUTOMOBILER APS,29647650
GADENSGAARD HANDEL,50861713
GARAGE KOMPAGNIET APS,98123175
GÅSER AUTO APS,98250082
GULDBORG BILER,98298700
HAMMER-HØYER BILER A/S,96320560
HANDEL MED BILER V/OLE VINTHER KRISTENSEN,98143954
HASSERIS INVEST APS,40959326
HB BILER IVS,28404322
HOLM CARS,29647650
HR JOHN JOHANSEN,51204197
IH BILER APS,28949996
ILUM AUTOMOBILER,28901238
JACOB BILER V/OMAR HAYTHUM ABDUL AL,52179220
JÆGERS AUTO V/ULF JÆGER,98380818
JIBORI BILER APS,31389253
JOHNSENS AUTOMOBILER V/JONNY JOHNSEN,98383847
JOKA BILER APS,98311088
JORN OSKAR HOLDING APS,23321311
JØRN THORKILD CLAUSEN,98669227
JSH BILER APS,27608747
JVT SERVICE V/JENS VEJEN THOMSEN,28356417
JYSK MOTOR COMPAGNI,20870870
K J BILER V/KELD JENSEN,20912089
KAJ CHRISTENSEN AUTOMOBILER A/S,98381444
KALLES BILER,71633842
KDK BILSALG,53618023
KENN BACH RACING APS,20116364
KJÆRSGAARD AUTO AALBORG A/S,98167026
KJØLHEDE TRADING,27892661
KNUDS AUTOOPHUG,98286240
KØSTER APS,98158858
KPC SERVICE V/KRISTIAN PETER CHRISTENSEN,28597350
KRAGHEDE MULTI SERVICE,40960355
L&L APS,21294899
LAJLUND BILER V/JAN ZIMMERLUND,22776776
LANDMÆND ERNST F HYLLESTED M FL,98316675
LARS AAEN BONDERUP AALBORG A/S,98162533
LDT BILER APS,31324860
LDT HOLDING APS,31324860
MAKSAUTOHANDEL IVS,42243400
MDM GLOBAL -TRANSATLANTIC AGENCY,98170185
MICRO MAKKER,26148407
MIKKEL LEDET HOLDING IVS,26815899
MIZORI AUTO,42768400
MØRCH AUTOMOBILER A/S,96322233
MUDDIS BILER & EXPORT,22331991
MULTI TRANS V/POUL PETERSEN,40833158
N. O. JENSEN A/S,96316666
NJP-ENTREPRISE APS,98174142
NORDJYSK PALLEDISTRIBUTION IVS,42800145
OVESEN BILER APS,98331200
P SPLIID APS SVENSTRUP J,98381026
PARKS AUTO,31413616
PETER IVERSEN SPECIALVÆRKSTED APS,98380833
PETERS BILER EXPORT APS,41636916
POUL LARSEN A/S,98114104
R J BILER V/JØRN BØHNKE,98140341
RAUNHOLT-BILER V/LONE R SØRENSEN,96600200
RØRBÆK BILER NØRRESUNDBY A/S,98435420
SAGA - ESTATE APS,98193000
SALG & CONSULTING,31240281
SAMIS BILER,28848718
SDKBILER A/S,98170555
SEMLER RETAIL AALBORG,43288200
SHELL SHOP V/HENRIK LYNGE ANDERSEN,30204855
SIMONSPIS PIZZA IVS,40513315
SKINBJERG AUTO I/S JENS & DANNY SKINBJERG,98193665
SOH BILER,93603604
STIG NIELSEN BILER,41128958
SVENSTRUP BILER V/RENÉ MAX JENSEN,98322708
TF CARS APS,61603364
THODE INVEST APS,40556129
UDLEJER/SUPER BILER V/ KRISTIAN S MORTENSEN,98179675
UGGERHØJ A/S,98123600
ULSTED AUTOHANDEL A/S,98254288
ULSTED SOLENERGI APS,42505034
V BILER V/ARNTH NIELSEN,98292008
VAREBILSFORMIDLINGEN,28889073
VEJGAARDKLARGØRING,71525909
VIKING BILER NØRRESUNDBY,23321311
ZEINER CONSULTING APS,22244468
APPLUS AALBORG,60397091
APPLUS AALBORG MIDT,39157000
APPLUS AALBORG VEST,39157000
APPLUS LINDHOLM,70131212
APPLUS NØRRESUNDBY,60397096
BILSYN NORD AALBORG,27642768
BILSYN PLUS AALBORG,98120911
BILSYN PLUS ØSTHIMMERLAND,50491433
BILSYN PLUS SVENSTRUP,22256001
BILSYN ULSTED,40603112
BILSYN VODSKOV APS,40684834
BILSYN VODSKOV NØRRESUNDBY,70707870
DEKRA BILSYN AALBORG ØST,87500508
DEKRA BILSYN AALBORG SV,87500508
PAVA BILSYN A/S,43695600
SKALBORG SYNSHAL APS,61278847
SYNSHALLEN A/S,27836001
SYNSHALLEN NIBE A/S,98350499
SYNSHALTK V/THOMAS KROGH,98555577
AVIS BUDGET DENMARK A/S,70247797
BAN-KAPI APS,25306854
BILCOM LEASING APS,98138600
CPLUZ LEASING APS,40838882
DIREKTØR HENRIK W CHRISTENSEN,98286377
DVT AUTOUDLEJNING APS,21239006
EUROPCAR AALBORG LUFTHAVN,89331100
FIRST LEASE - AALBORG,82302324
FLEXPLAN LEASING APS,61407075
FTX HOLDING APS,25232323
GLOBAL CAR LEASING A/S,96200900
GLOBAL CAR LEASING GMBH,96200900
GLOBAL CAR SPLITLEASING A/S,96200900
GLOBAL CAR TRADING COMPANY GMBH,96200900
INFINITY RACING APS,96329610
ING SERVICE APS,93866096
JENSEN UDLEJNING APS,20658663
K E LANDBRUG V/KARL ERIK THYGESEN,98750570
K P UDLEJNING/KIM RYBERG PEDERSEN,98380229
KIOSKEN SYGEHUS SYD STEEN THEIMANN GREGERSEN,98132601
KVG HOLDING APS,96340414
LAMPE ADVIZE APS,61616129
LAUNA HOLDING IVS,25533226
LAWAETZ APS,29170068
MALMAN IVS,91880749
MOGENS DAARBAK EJENDOMSSELSKAB A/S,96333333
NORDJYDSK SMEDE OG MASKINUDLEJNING V/BENNY THOMSEN,31627086
NORDJYSK TRANSPORT SERVICE A/S,98823842
ØSTERGAARD-BILER A/S,89331100
P&N RENTAL A/S/TRANSPORTCENTER GRENAA,88883521
PEDERSEN & NIELSEN AUTOMOBILFORRETNING A/S HERTZ FRANCHISEE,33179080
PR2014 INVEST APS,23726618
PRIMACARS IVS,99342401
S. D. KJÆRSGAARD FINANS A/S,98183600
SF-TRANSPORT V/ SØREN FICK,70202609
SIXT DANMARK ÅLBORG,80311500
SUPERCARTOUR APS,25580765
100% TRANSPORT APS,28944416
AALBORG TAG OG FACADE APS,21499194
AALBORG VVS-SERVICE APS,98121333
AFV 3 A/S AF 15.05.2019,98184800
AIRTEAM (NIBE),96377575
AVR DISTRIBUTION,52908206
BLIK & VVS AALBORG APS,23261922
BLIKAS EL & VVS APS,98184800
BN-SERVICE,20780876
BO-VENT A/S,98190211
BO-VENT KØLETEKNIK APS,98190211
BOVES VVS,40217910
BRAVIDA DANMARK A/S,43221100
BRØNDUM A/S,86623666
BUUS V V S TEKNIK APS,30557225
CAVERION DANMARK A/S,76232323
DANFROST V/KIM ANDERSEN,24241010
DANSK KØL & KLIMA APS,70203800
DPI-NORD APS,98791484
DTEK A/S,70222268
DUUS VVS APS,30484484
EGEBAK,93937037
ELGAARD & SØNDERGAARD VVS OG BLIK APS,86516060
ERIK ANDERSENS EFTF V/JOHANNES SØRENSEN,98173131
FARSTRUP VVS & ENERGI,23323230
GISTRUP VVS,98311407
GISTRUP VVS V/HANS RASMUSSEN,98311407
GL HASSERIS VVS V/HENRIK PEDERSEN,98188654
GODTHAAB VVS/BJØRN KLOKKERHOLM,98389135
GUG VVS TEKNIK V/JAN ANTONSEN,98142200
HLP EJENDOMSSERVICE APS,98139430
HOLM EL & VVS A/S,98293966
HOU HALS V V S APS,98251049
IB ANDERSEN VVS A/S,70201733
INNOGI VVS OG VENTILATION,31502696
JG-CONSULT V/JENS GRAAKJÆR,40898876
JJO-CONSULT APS,20977362
JONASSEN VENTILATION A/S,96399911
JYSK MUFFE TEKNIK A/S,98319949
JYSK VENTILATION APS,61607600
KL VARMESERVICE OG MONTAGE,60758642
KTC SMEDE OG MONTAGE,21448644
LHF SERVICE,91525164
MADS ANKER VVS APS,20772022
MT-VVS APS,98326169
MTP GRUPPEN APS,51330370
NIELSENS RØRMONTAGE V/POUL ERIK NIELSEN,22902111
NOFAKE HOLDING APS,20713030
NORDJYSK VARMETEKNIK V/MARK M.,96406080
NØDDELUND EL OG VVS,98152300
NØRHALNE SMEDE & VVS V/ERIK AHLMANN LARSEN,40276111
NØRHALNE VVS A/S,98268411
NØRRESUNDBY ENERGITEKNIK,23957098
NØRRESUNDBY VVS ENTREPRISE APS,20777999
NØRRESUNDBY VVS V/LARS CHRISTENSEN,20777999
PETER´S SMEDEVÆRKSTED V/PETER S. LARSEN,20888070
REBILD BLIK V/OVE NIELSEN,26372591
SA-AL KØLETEKNIK APS,96342022
SKIPPERS KØLETEKNIK V/JENS SKIPPER-JØRGENSEN,98318647
STORVORDE VVS APS,98326220
SVANENS VVS - BLIKKENSLAGER V/LARS ERIKSEN,98261717
SVENSTRUP VVS APS,27592334
THOMSEN & FALS A/S,98152300
THOMSEN & FALS WATERFRONT APS,98152300
TONNYS VVS A/S,86691838
TYLSTRUP SMEDIE,96441020
TYLSTRUP VVS APS,98262156
UDLEJNINGSEJENDOMMENE I/S,23711278
UGGERLY INSTALLATION A/S,98138888
ULSTED VVS & BLIK APS,98254155
V E B NIBE APS,98353280
VASE VVS V/LARS VASE,98173699
VEJE VVS APS,20605616
VEJGÅRD VVS TEKNIK APS,98167578
VENTILATIONSMANDEN,25115888
VILLADSEN ENTREPRISE,60137215
VODSKOV VARMESERVICE IVS,22435437
VVS RØRMONTAGE APS,70261170
VVS VENDSYSSEL APS,41294002
VVS-INSTALLATØR EJNER PEDERSEN A/S,98149111
WICOTEC KIRKEBJERG A/S,44220000
ZINKSMEDEN V/JAN HALL ANDERSEN,41174208
AALBORG BLOMSTER,98164510
BANG BLOMSTER V/JIMMY AKSEL BANG,21815722
BINDERIGÅRDEN V/JØRGEN A. JENSEN,98126200
BIRGITTES BLOMSTER V/BIRGITTE KJÆR,53762014
BLOMSTER BIKSEN,22629968
BLOMSTERBIKSEN,22629968
BLOMSTERBUTIK MÆLKEBØTTEN,98250231
BLOMSTERFORRETNINGEN SOLGLIMT,98381402
BLOMSTERHALLEN,98121040
BLOMSTERKONENS VÆRKSTED,20270685
BLOMSTERPIGEN NIBE,98350080
BLOMSTERPIGEN V/ DORTE HANSEN,98298529
BOUTIQUE PRESTIGE V/HEIDI SØRENSEN,98310040
BUTIK-FRYDENLUND V/INGER ELEFSEN,20712249
BYSTORM V/KARINA STORM NIELSEN,20212264
CARLA BLOMSTER,98129111
CARLA BLOMSTER V/M ROGILD-JENSEN,98129111
ELIZA BLOMSTER V/ELSE DALBY HENRIKSEN,98113973
FLORI,42333470
FLORI APS,42333470
FREELANCER BLOMSTERDEKORATØR,30503903
GARTNERIET ROSENLUND V/LEIF LARSEN,98257113
GUDUMHOLM BLOMSTER V/KIRSTEN BACH JENSEN,98316774
HOLDENSGAARD BLOMSTER V/HENRIK HØJER HOLDENSGAARD,98144949
HØIVANG PLANTER APS,60672357
LA FLEUR ELEGANTE VEJGAARD APS,98113303
LA FRANCE,98131578
MARIA LOUISE BLOMSTER V/CONNY FRUERGAARD,98174271
METTES BLOMSTER,42430943
REBERBANS BLOMSTER APS,98113633
RENT & FINT,22585042
RETROBLOMST,60575729
ROKOKO BLOMSTER V/CHARLOTT STRAUSS,98189343
SKIPPERENS BLOMSTER AALBORG APS,40939999
SKOVENS BLOMSTER,91878465
VIOLA,98261575
VITAE FLORA APS,98103303
VP ANLÆG V/CLAUS VILLADSEN,98342061
WACHMANN CONSULTING,25730762
WENDELBO BLOMSTER APS,98124215
120-321 - DANMARKSGADE 8,70302020
122-600  DA VINCI PARKEN APS,88332222
5 P ÅSENDRUP KLIT I/S,20781925
A S P EJENDOM APS,25270624
A+P EJENDOMME A/S,72206888
AALBORG APARTMENTS APS,22210320
AALBORG BOLIGFORENING AF 1941,98130810
AALBORG INVESTERINGSAKTIESELSKAB,98775040
AALBORG LAGER INVEST APS,22680799
AALBORG LEJLIGHEDER APS,92159515
AALBORG PROPERTY INVEST APS,96310618
AAMANN & NØRBAK I/S,98145512
AATB APS,42424273
AB LEJLIGHEDER APS,21811000
ABILDGADE V/ANDERS JØRGENSEN,25215047
ALGADE INVEST I APS,98120426
ALIM,60594959
ALVE UDLEJNING APS,40898901
AMBOGFØRING V/ANNE METTE FROST,61268887
ANDELSSELSKABET HAJLYST,40500407
ANDERS BRAAD,98775030
ANDERSBOSS HOLDING APS,22313694
ANDREASEN INVEST APS,60430999
ANNEHUS A/S,96302520
ARDAHL UDLEJNING,97766260
ARKHAM ASYLUM,28924395
ASTRID OBELS HAVE A/S,46577800
ASTRID OBELS VEJ 7 APS,46577800
AVIATION GROUP DENMARK V/HANS JØRN CHRISTENSEN,22230687
B&G ANE DAMSGADE APS,98127777
BALDERS EJENDOMME APS,40506909
BANGSBOHAVEN APS,98109022
BILCOM A/S,98130900
BIRGITH SOLVEIG MARTENS EJENDOMME,98120032
BIRTHE HOVALDT,23248674
BL INVEST AALBORG APS,31493037
BOLIG FLEX APS,98121060
BOLIG VEJLE APS,98121060
BOLIGBIKSEN APS,27118550
BOLIGDELUXE APS.,26343591
BOLIGFORENINGEN KÆRVANG-HUS,70302020
BOLIGUDLEJNING NORD APS,26846885
BRDR. GRØNBORG I/S,20846177
BRDR. RÜTZEBECK A/S,98120500
BUMPING HADERSLEV II APS,74535333
BUSE EJENDOMME APS,26258850
BUTLER GROUP INT IVS,50655826
BYGGESELSKABET MÅRSLET APS,40500888
CALUM KASTANJEPARKEN K/S,98120500
CARL ERIK BOELT KNUDSEN,98144258
CASSARAH APS,22287201
CHRISTIANSGADE 20 I/S,98102350
CLAESEN A/S,70602050
CPH1 APS,40317363
DAHL KAPITAL APS,41785868
DAMS INVEST APS,98129897
DBN 2010 APS,21918833
DBT EJENDOMME APS,51944029
DELTA EJENDOM AALBORG A/S,98131133
DEN SELVEJENDE INSTITUTION LANGHOLT HALLEN,98255402
DEN SELVEJENDE INSTITUTION SVALEGAARDEN HASSERIS,98133300
DJE VESTERBRO 41-43 A/S,70302020
DK BOLIG APS,28405979
DYBBØL PARK APS,98137999
DYBBØLGADE 22 APS,98137999
DYRLÆGEGÅRDEN EJENDOMME APS,98232300
EJD. RANTZAUSG. 32 9000  V/L..SØRENSEN,98185638
EJENDOMMEN DANMARKSGADE 47,98489497
EJENDOMMEN JOHN F. KENNEDYS PLADS,98113355
EJENDOMSANPARTSSELSKABET SIGMA OFFICE,99342400
EJENDOMSFIRMAET FINN MADSEN,98137999
EJENDOMSSELSKABET AALBORG APS,32121565
EJENDOMSSELSKABET AF 17. JUNI 2014 A/S,98171727
EJENDOMSSELSKABET AF 9. APRIL 2015 APS,50586741
EJENDOMSSELSKABET BØDKER APS,98144444
EJENDOMSSELSKABET JERICA APS,96668000
EJENDOMSSELSKABET KLIT-BEJDER APS,98164520
EJENDOMSSELSKABET KÖLN & DÜSSELDORF APS,88334848
EJENDOMSSELSKABET LEIPZIG & DRESDEN A/S,88334854
EJENDOMSSELSKABET TODY I/S,46929200
EJENDOMSSELSKABET TROFAST APS,24865044
EJNER PEDERSEN INVEST APS,40169808
ERHVERVSMÆSSIG UDLEJNING V/KAJ A. HANSEN,98168964
ERIK HOLBECH A/S,98686433
ERIK MØLLER NØRRE UTTRUP APS,20613308
ERIK SØRENSEN BYG A/S,40596869
ERLING BAK INVEST APS,98319472
FALCH UDLEJNING,98261188
FALCH-MUNTHE EJENDOMME APS,22531188
FÆRLØV EJENDOMME APS,40414013
FELICITA I/S,40417677
FINANCIAL CAPITAL APS,28408248
FINANS- OG EJENDOMSSELSKABET AALYKKE A/S,96312420
FIRMA MARTIN ALEKSANDER HESSELSØE,96964603
FIXMA,40259550
FLENSMARK,20521792
FLEXIBLE RESIDENCE APS,22843098
FOND DIREKTØR PEDER P. HEDEGAARD OG HUSTRU FRIDA HEDEGAARDS LEGAT FOR KØBMÆND KØBMANDSENKER OG ALDERSNYDERE,99315470
FONDEN DEN HEDEGAARDSKE STIFTELSE,99315470
FONDEN OTIUMGAARDEN. HASSERIS. AALBORG,96313300
FOX EJENDOMME APS,41415758
FP BYG,50993507
FREDERICIAGADE 18 M.V.  V/JEANETTE KRATH CHRISTENSEN,93900093
FREDERIKSDAL EJENDOMME I/S,20692681
GÅRDEJER NIELS BINDERUP,98387318
GÅRDEJER PAUL KRISTIAN JENSEN,98315392
GÅSER INVEST APS,26228714
GKJ EJENDOMME APS,28195611
GLERUP CHRISTENSEN,96313363
GREYSTONE CAPITAL A/S,98750079
GRIESGASSE 4 I/S,24232294
H EJBYE ANDERSEN APS,98430100
H. LEONHARD INVEST APS,22680799
H2 EJENDOM,40457787
HASSERISLUND 11 APS,70302020
HASSERISLUND 4 APS,70302020
HASSERISLUND APS,70302020
HB INVEST AF 29/8 2006 APS,24232294
HEDE SKANDERBORG APS,40522444
HELBERT & MØLLER INVEST APS,60937814
HELGE RASMUSSEN & SØN APS,40278402
HENNING LYNGBY PEDERSENS FOND,70707192
HENRIK FALCH HOLDING APS,22531188
HJP EJENDOMSUDLEJNING V/HANS JØRGEN PEDERSEN,98825460
HK EJENDOMME I/S,70102077
HLP EGEBO AALBORG APS,98139430
HLP EJENDOMME APS,98139430
HLP GRANBO APS,98139430
HLP LYNGBYG APS AALBORG,98139430
HOLBERG EJENDOM APS,40342200
HOLST EJENDOMME,98286700
HOU MINIBUSSER APS,98253544
I/S AF 1/8 1980/DRESING STOUSTRUP M.FL,96313363
I/S BOLIGKOLLEKTIVET HASSERISGADE 33 9000 AALBORG,98113336
I/S CHRISTIANSGADE 11,98113606
I/S LANGELANDSGADE,20686063
I/S RINGPARKEN,98102350
I/S TEGLVEJ,23269185
ICOMON APS,96319090
ILSIGVEJ 9 APS,40732100
IMADO APS,40208840
INVESTERINGSSELSKABET AF 23/4 1997 APS,20102662
INVESTERINGSSELSKABET F. J. INVEST AF 28/2 2003 APS,98252541
IREJSER.DK APS,70257566
ISOMAL AALBORG APS,98101068
JB HOLDING AALBORG APS,40508284
JENABO APS,42446013
JESPER SKOVSGAARD,98167272
JFH EJENDOMME APS,98127777
JFH EJENDOMME V/MARK HØGDAHL,98127777
JFH HOLDING APS,98127777
JFH I EJENDOMME APS,98127777
JFH II EJENDOMME APS,98127777
JFH IV EJENDOMME APS,98127777
JK BOLIG APS,51906718
JMC LEJEBOLIG APS,41865764
JOHAN BRINCKIS GÅRD APS,20753375
JOHANNES EJENDOMME APS,96575884
JOMFRU WOGENSENS STIFTELSE,99313131
JØNI EJENDOMME II A/S,40344414
JØRGEN BONDERUP A/S,98102424
JR SERVICE OG RÅDGIVNINGSCENTER APS,98235212
JS UDLEJNING,21757590
JYDEX I/S,40815500
K.HANSEN INVEST,22981041
K/S SOMMERBO LES CADENELLES FRANKRIG,25197509
KÆRSGAARD & ANDERSEN EJENDOMME APS,98120500
KC HOUSERENTING.,40381175
KE/PO EJENDOMS INVEST I/S,98255300
KIM KRISTENSEN UDLEJNING,29911713
KIRKEBY CONSULTING,30160607
KJÆRSDAM EJENDOMME I/S,40558522
KK EJENDOMME,22885636
KLARUP SØPARK A/S,98318154
KLITGÅRD EJENDOMME APS,98387346
KMJ NIBE HOLDING APS,51569807
KMTB EJENDOMME I/S,20973079
KOL EJENDOMME APS,40570000
KOMPLEMENTARSELSKABET BALDERSGADE 5-7 APS,98137999
KONCEPT X APS,98113800
KONGSBAK HOLDING APS,60918287
KRAGH HOLDING AALBORG APS,98373311
LAMPE EJENDOMME APS,22566325
LANDMAND TORBEN ANDERSEN,98384090
LANIKO INVEST APS,40107880
LARS MØLLER NIELSEN APS,98135900
LÆGERS OG TANDLÆGERS EJENDOMSINVEST II APS,70302020
LB1 APS,70602050
LG EJENDOMME STORVORDE APS,29866190
LIBAK IT,60629905
LIEBHAVERIET APS,69145134
LINDHART & KNUDSEN APS,60628031
LINDHART ES APS,98121060
LIVSPROCES.DK,42672309
LOMOCO BRIX GAARD APS,40959326
LOMOCO INVEST AALBORG A/S,40959326
LONE MUNCH HANSEN,25132068
LSJ I/S,40173797
LUNDBY FISK V/PETER HOLM,98686123
LYKKEGAARD INVEST I/S,30162359
M EJENDOMME AALBORG APS,22100240
M.A.P. EJENDOM I/S V/MICKEY LARSEN ANDERS NIELSEN OG PALLE KRISTENSEN,40726784
M.C.C. APS,31383876
MADS DAHL UDLEJNING,92159515
MD EJENDOMME APS,28900752
ME EJENDOMME,21224155
MENTHOR EJENDOMME APS,22420139
MEXIS HOLDING APS,30554321
MHUSET EJENDOMME I/S,41909000
MOURIDSEN GARDINER APS,96840740
MOYBLEEG INVEST I/S,53501041
MØLLEBAKKEN APS,70707192
MØLLESKRÆNTEN A/S,98173733
MVE HOLDING APS,29100065
MYG EJENDOMME V/HENRIK KOCH,98185000
NAPS PROPERTY APS,25405070
NEDERGAARDS  V/CARSTEN BISLEV,98255350
NEJSIGGYDEN APS,25545526
NIELS ERIK CARSTENS,98296910
NIELS JUEL EJENDOMME APS,96161880
NIKOLAJSEN INVEST,70707112
NOBIS A/S,28123488
NORDENTOFT EJENDOMME AALBORG APS,20996193
NORDJYSK SERVICE,40606424
NØRRE UTTRUP ANDELSBOLIGSELSKAB,30251732
NPBC HOLDING APS,98293029
NY KASTETVEJ 8 I/S,98192233
NYMARK EJENDOMME,98253045
OF26GC APS,20468062
OLEBOLIG,21409127
OLFERT FISCHERS GADE 3,98166695
ONP NR 1 APS,21450850
ONP NR.1APS,21450850
OPTIKERHUSET V/KARSTEN BÆK,22207442
ØSS 5 APS,33323035
ØSTERGAARD & FLOU EJENDOMS- INVESTERING I/S,40844792
P/S MARSHALLS ALLE,70302020
P/S MARSHALLS ALLÉ,70302020
PALLE RYE EJENDOMME APS,98111006
PELSDYRAVLER FRODE HANSEN,98268969
PERNILLE KUHN,28358422
PERSONALEFONDEN I SPAR NORD,96344341
PJ NORDJYSKE EJENDOMME APS,31504760
PL EJENDOMME AALBORG APS,98127288
POSTGAARDEN NØRRESUNDBY A/S,96161880
POUL MØLLER,98254588
PRIORGADE 24 I/S,31357760
PROJEKTFORMIDLING NORD,70302020
PROJEKTFORMIDLING NORD. AALBORG A/S,96304230
PROPERTY INVESTMENT SPAIN K/S,20332888
RENE BAK EJENDOMME APS,40726350
RENÉ POULSEN,98102644
REVISOR TORBEN KLIT ANDERSEN,23385783
RIKKE MUNTHE HOLDING APS,22531188
ROCK INVEST APS,40902388
RODEN 2 APS,22815808
ROSENKVIST INVEST,27733370
RUSK APS,40318832
RYGAARD PARK APS,98126700
SANKT PEDERS GADE 5 APS,98187866
SCANDI-CLEAN,41601988
SCHMIDTS EJENDOMME,29929835
SEEWAT EJENDOM  APS,60877777
SIGMA ESTATE - JAMMERBUGT IVS,69145149
SIGMA ESTATE - MARIAGERFJORD IVS,69130531
SIGMA ESTATE - THISTED IVS,69145134
SIMON SPANGENBERG,96161880
SJ INVEST TYLSTRUP APS,23304917
SKOVLY EJENDOMME A/S,96360066
SKUDSHALEINVEST I/S,98113800
SMACK5 APS,30285664
SPI - SKØDSTRUP APS,53537583
STENKÆR EJENDOMME APS,40969200
STUK RANCH,26813439
SVENSTRUP BOLIGFORENING,98383098
TC TRADING APS,30747518
TERNDRUP EJENDOMME I/S,98255127
THISTEDVEJ APS,98775040
THOSTRUP EJENDOMME APS,60394801
TINGHAVEN APS,40506841
TOLAUS APS,22759723
TOLLESTRUPVEJ 147,98121060
TORNHØJVEJ 3 APS,98137999
TORVEGADE 9 HALS APS,98250095
TØMRERMESTER MORTEN JACOBSEN,98326109
TRANEBÆRPARKEN APS,29646598
TT APS,29101043
TUBORG PARK 9H-K APS,51517325
TYLERPARKEN APS,26752186
UDLEJER BRUNO BENZON,40627374
UDLEJER BRUNO JACOBSEN,98159033
UDLEJER CLAUS BJØRN,98116177
UDLEJER ERIK SØRENSEN,98186165
UDLEJER FRANK THUESEN,98686532
UDLEJER HANNE BORUP,98252541
UDLEJER JOHN DAHL LARSEN,98138768
UDLEJER JOHN H PEDERSEN,98120426
UDLEJER JØRGEN BJERRING JENSEN,98316706
UDLEJER JØRGEN PEDERSEN,22300587
UDLEJER NIELS GUSTAV HEDEAGER ANDERSEN,98162839
UDLEJER TROELS DANIELSEN,98293810
UDLEJNING  V/PETER BANG-HENRIKSEN,30956470
UDLEJNING BOULEVARDEN 5 I/S,98134870
UDLEJNINGSEJENDOM ANNEBERGVEJ 80 V/PETER ESBECH MATHIESEN,98127582
UDLEJNINGSEJENDOMME V/FREDE D. NIELSEN,98114421
UDLEJNINGSEJENDOMME V/HANS JØRGEN SØRENSEN,40819284
UDLEJNINGSEJENDOMME V/HENRIK RAVN,98139410
UDLEJNINGSEJENDOMMEN ABSALONSGADE 24 AALBORG HR MOGENS KRISTIANSEN,98133475
UDLEJNINGSEJENDOMMEN FYENSGADE 58 I/S,20321782
UDLEJNINGSVIRKSOMHED,23731701
UNGBO DANMARK ODENSE A/S,98171727
UNIVERSITETSPARKEN AALBORG APS,33323035
URBANSGADE INVEST I/S,98113933
V & W EJENDOMME I/S,70707192
VALMUEN INVEST APS,98187797
VARIANT VINDUER DØRE & VINTERHAVER V/SV E NICOLAISEN,98161985
VESTERGAARD EJENDOMME V/OLE VESTERGAARD,22787822
VIBEKE SANDER,98296223
VOLDBJERG I/S,72691433
VORDINGBORG SYDHAVNSGRUNDE APS,33323035
WATERFRONT EJENDOMME AALBORG APS,70302020
WIBORG HOLDING APS,40460054
YIGEN INVEST APS,40986392
ZIEGLERSOFT,98113772
ALPHA SEO IVS,24926810
BABY CIRCLE I/S,31250162
